P1,0,125,INFORMATION_SEARCHING,
P1,125,152,HW_BUILD,
P1,277,23,INFORMATION_SEARCHING,
P1,300,60,HW_BUILD,
P1,360,3,SW_PROGRAMMING,
P1,363,27,HW_DEBUGGING,
P1,390,39,INFORMATION_SEARCHING,
P1,429,30,HW_DEBUGGING,
P1,459,10,SW_COMPILE,
P1,469,5,SW_DOWNLOADING,
P1,474,43,SW_DEBUGGING,
P1,517,2,SW_COMPILE,
P1,519,59,SW_DEBUGGING,
P1,578,14,INFORMATION_SEARCHING,
P1,592,17,SW_DEBUGGING,
P1,609,53,INFORMATION_SEARCHING,
P1,662,35,SW_PROGRAMMING,
P1,697,95,INFORMATION_SEARCHING,
P1,792,26,SW_PROGRAMMING,
P1,818,7,INFORMATION_SEARCHING,
P1,825,7,SW_PROGRAMMING,
P1,832,14,SW_COMPILE,
P1,846,4,SW_DOWNLOADING,
P1,850,4,SW_TEST,
P1,854,3,SW_DEBUGGING,
P1,857,7,HW_DEBUGGING,
P1,864,11,SW_DEBUGGING,
P1,875,66,INFORMATION_SEARCHING,
P1,941,21,SW_PROGRAMMING,
P1,962,9,SW_COMPILE,
P1,971,32,SW_DEBUGGING,
P1,1003,13,INFORMATION_SEARCHING,
P1,1016,69,SW_PROGRAMMING,
P1,1085,2,SW_COMPILE,
P1,1087,9,SW_DEBUGGING,
P1,1096,6,INFORMATION_SEARCHING,
P1,1102,39,SW_DEBUGGING,
P1,1141,20,SW_COMPILE,
P1,1161,4,SW_DOWNLOADING,
P1,1165,13,SW_TEST,
P1,1178,25,SW_DEBUGGING,
P1,1203,3,SW_COMPILE,
P1,1206,4,SW_DOWNLOADING,
P1,1210,19,SW_TEST,
P1,1229,24,HW_DEBUGGING,
P1,1253,13,INFORMATION_SEARCHING,
P1,1266,42,HW_DEBUGGING,
P1,1308,3,SW_COMPILE,
P1,1311,3,SW_DOWNLOADING,
P1,1314,17,SW_TEST,
P1,1331,33,HW_DEBUGGING,
P1,1364,3,SW_COMPILE,
P1,1367,3,SW_DOWNLOADING,
P1,1370,14,SW_TEST,
P1,1384,3,SW_PROGRAMMING,
P1,1387,3,SW_COMPILE,
P1,1390,5,SW_DOWNLOADING,
P1,1395,5,SW_TEST,
P1,1400,86,SW_DEBUGGING,
P1,1486,3,SW_COMPILE,
P1,1489,4,SW_DOWNLOADING,
P1,1493,3,SW_TEST,
P1,1496,3,SW_DEBUGGING,
P1,1499,3,SW_COMPILE,
P1,1502,3,SW_DOWNLOADING,
P1,1505,6,SW_TEST,
P1,1511,0,FINISH,
P3,0,357,HW_BUILD,
P3,357,22,INFORMATION_SEARCHING,
P3,379,243,SW_PROGRAMMING,
P3,622,18,INFORMATION_SEARCHING,
P3,640,45,SW_PROGRAMMING,
P3,685,3,SW_COMPILE,
P3,688,19,SW_DEBUGGING,
P3,707,10,SW_COMPILE,
P3,717,3,SW_DOWNLOADING,
P3,720,5,SW_TEST,
P3,725,0,FINISH,
P6,0,276,INFORMATION_SEARCHING,
P6,276,115,HW_BUILD,
P6,391,102,INFORMATION_SEARCHING,
P6,493,137,HW_BUILD,
P6,630,389,INFORMATION_SEARCHING,
P6,1019,476,HW_BUILD,
P6,1495,583,SW_PROGRAMMING,
P6,2078,3,SW_COMPILE,
P6,2081,159,SW_DEBUGGING,
P6,2240,12,SW_COMPILE,
P6,2252,3,SW_DOWNLOADING,
P6,2255,11,SW_TEST,
P6,2266,0,FINISH,
P10,0,42,HW_BUILD,
P10,42,246,INFORMATION_SEARCHING,
P10,288,91,HW_BUILD,
P10,379,15,INFORMATION_SEARCHING,
P10,394,92,INFORMATION_SEARCHING,
P10,486,53,HW_BUILD,
P10,539,62,INFORMATION_SEARCHING,
P10,601,26,HW_BUILD,
P10,627,15,INFORMATION_SEARCHING,
P10,642,112,HW_BUILD,
P10,754,22,INFORMATION_SEARCHING,
P10,776,37,HW_BUILD,
P10,813,194,INFORMATION_SEARCHING,
P10,1007,26,SW_PROGRAMMING,
P10,1033,8,INFORMATION_SEARCHING,
P10,1041,22,HW_BUILD,
P10,1063,16,INFORMATION_SEARCHING,
P10,1079,120,SW_PROGRAMMING,
P10,1199,3,SW_COMPILE,
P10,1202,22,SW_DOWNLOADING,
P10,1224,11,SW_TEST,
P10,1235,41,INFORMATION_SEARCHING,
P10,1276,4,SW_COMPILE,
P10,1280,6,SW_DOWNLOADING,
P10,1286,30,SW_TEST,
P10,1316,250,INFORMATION_SEARCHING,
P10,1566,64,HW_BUILD,
P10,1630,46,INFORMATION_SEARCHING,
P10,1676,47,SW_PROGRAMMING,
P10,1723,15,INFORMATION_SEARCHING,
P10,1738,14,SW_PROGRAMMING,
P10,1752,27,HW_DEBUGGING,
P10,1779,57,SW_PROGRAMMING,
P10,1836,135,SW_PROGRAMMING,
P10,1971,5,SW_COMPILE,
P10,1976,20,SW_DOWNLOADING,
P10,1996,64,SW_TEST,
P10,2060,26,SW_PROGRAMMING,
P10,2086,43,INFORMATION_SEARCHING,
P10,2129,195,SW_PROGRAMMING,
P10,2324,3,SW_COMPILE,
P10,2327,5,SW_DOWNLOADING,
P10,2332,43,SW_TEST,
P10,2375,24,SW_DEBUGGING,
P10,2399,3,SW_COMPILE,
P10,2402,3,SW_DOWNLOADING,
P10,2405,19,SW_TEST,
P10,2424,16,SW_DEBUGGING,
P10,2440,33,HW_DEBUGGING,
P10,2473,89,INFORMATION_SEARCHING,
P10,2562,47,SW_PROGRAMMING,
P10,2609,4,SW_COMPILE,
P10,2613,4,SW_DOWNLOADING,
P10,2617,83,SW_TEST,
P10,2700,0,FINISH,
P12,0,65,HW_BUILD,
P12,65,116,INFORMATION_SEARCHING,
P12,181,29,SW_PROGRAMMING,
P12,210,309,HW_BUILD,
P12,519,94,SW_PROGRAMMING,
P12,613,0,SW_COMPILE,
P12,613,41,SW_DEBUGGING,
P12,654,14,SW_COMPILE,
P12,668,9,SW_DOWNLOADING,
P12,677,11,SW_TEST,
P12,688,40,INFORMATION_SEARCHING,
P12,728,85,SW_PROGRAMMING,
P12,813,3,SW_COMPILE,
P12,816,14,SW_DOWNLOADING,
P12,830,94,SW_TEST,
P12,924,67,HW_DEBUGGING,
P12,991,79,HW_DEBUGGING,
P12,1070,18,SW_PROGRAMMING,
P12,1088,78,INFORMATION_SEARCHING,
P12,1166,70,SW_PROGRAMMING,
P12,1236,13,INFORMATION_SEARCHING,
P12,1249,63,SW_PROGRAMMING,
P12,1312,10,SW_COMPILE,
P12,1322,3,SW_DOWNLOADING,
P12,1325,11,SW_TEST,
P12,1336,0,FINISH,
P14,0,184,HW_BUILD,
P14,184,57,INFORMATION_SEARCHING,
P14,241,49,HW_DEBUGGING,
P14,290,16,INFORMATION_SEARCHING,
P14,306,15,HW_BUILD,
P14,321,50,INFORMATION_SEARCHING,
P14,371,148,HW_BUILD,
P14,519,43,INFORMATION_SEARCHING,
P14,562,47,SW_PROGRAMMING,
P14,609,13,INFORMATION_SEARCHING,
P14,622,88,SW_PROGRAMMING,
P14,710,11,INFORMATION_SEARCHING,
P14,721,234,SW_PROGRAMMING,
P14,955,61,INFORMATION_SEARCHING,
P14,1016,3,SW_COMPILE,
P14,1019,38,SW_DOWNLOADING,
P14,1057,4,HW_DEBUGGING,
P14,1061,13,SW_TEST,
P14,1074,27,SW_DOWNLOADING,
P14,1101,13,HW_DEBUGGING,
P14,1114,3,SW_TEST,
P14,1117,22,SW_DEBUGGING,
P14,1139,2,SW_COMPILE,
P14,1141,5,SW_DOWNLOADING,
P14,1146,7,SW_TEST,
P14,1153,62,SW_DEBUGGING,
P14,1215,3,SW_COMPILE,
P14,1218,5,SW_DOWNLOADING,
P14,1223,10,SW_TEST,
P14,1233,0,FINISH,
P15,0,65,INFORMATION_SEARCHING,
P15,65,37,HW_BUILD,
P15,102,113,INFORMATION_SEARCHING,
P15,215,11,HW_BUILD,
P15,226,33,INFORMATION_SEARCHING,
P15,259,8,HW_BUILD,
P15,267,46,INFORMATION_SEARCHING,
P15,313,108,HW_BUILD,
P15,421,25,INFORMATION_SEARCHING,
P15,446,92,SW_PROGRAMMING,
P15,538,59,INFORMATION_SEARCHING,
P15,597,130,HW_BUILD,
P15,727,5,SW_COMPILE,
P15,732,29,SW_DEBUGGING,
P15,761,5,SW_COMPILE,
P15,766,17,SW_DOWNLOADING,
P15,783,29,SW_TEST,
P15,812,113,HW_BUILD,
P15,925,125,SW_PROGRAMMING,
P15,1050,110,HW_BUILD,
P15,1160,3,SW_COMPILE,
P15,1163,6,SW_DOWNLOADING,
P15,1169,77,SW_TEST,
P15,1246,6,SW_DEBUGGING,
P15,1252,4,SW_COMPILE,
P15,1256,2,SW_DOWNLOADING,
P15,1258,5,SW_TEST,
P15,1263,5,SW_DEBUGGING,
P15,1268,3,SW_COMPILE,
P15,1271,2,SW_DOWNLOADING,
P15,1273,22,SW_TEST,
P15,1295,2,SW_DEBUGGING,
P15,1297,27,HW_DEBUGGING,
P15,1324,3,SW_COMPILE,
P15,1327,3,SW_DOWNLOADING,
P15,1330,5,SW_TEST,
P15,1335,75,HW_DEBUGGING,
P15,1410,17,SW_DEBUGGING,
P15,1427,47,INFORMATION_SEARCHING,
P15,1474,9,SW_DEBUGGING,
P15,1483,3,SW_COMPILE,
P15,1486,3,SW_DOWNLOADING,
P15,1489,12,SW_TEST,
P15,1501,11,HW_DEBUGGING,
