P15,1512,13,SW_TEST,
P15,1525,0,SW_DEBUGGING,
P15,1525,3,SW_COMPILE,
P15,1528,3,SW_DOWNLOADING,
P15,1531,12,SW_TEST,
P15,1543,3,SW_DEBUGGING,
P15,1546,3,SW_COMPILE,
P15,1549,3,SW_DOWNLOADING,
P15,1552,11,SW_TEST,
P15,1563,28,HW_DEBUGGING,
P15,1591,4,HW_TEST,
P15,1595,48,HW_DEBUGGING,
P15,1643,6,INFORMATION_SEARCHING,
P15,1649,18,HW_DEBUGGING,
P15,1667,5,SW_DEBUGGING,
P15,1672,3,SW_COMPILE,
P15,1675,3,SW_DOWNLOADING,
P15,1678,5,SW_TEST,
P15,1683,26,HW_DEBUGGING,
P15,1709,4,HW_TEST,
P15,1713,25,HW_DEBUGGING,
P15,1738,5,HW_TEST,
P15,1743,11,SW_DEBUGGING,
P15,1754,3,SW_COMPILE,
P15,1757,3,SW_DOWNLOADING,
P15,1760,5,SW_TEST,
P15,1765,17,HW_DEBUGGING,
P15,1782,10,HW_TEST,
P15,1792,23,HW_DEBUGGING,
P15,1815,11,SW_DEBUGGING,
P15,1826,3,SW_COMPILE,
P15,1829,3,SW_DOWNLOADING,
P15,1832,4,SW_TEST,
P15,1836,51,HW_DEBUGGING,
P15,1887,8,SW_DEBUGGING,
P15,1895,3,SW_COMPILE,
P15,1898,3,SW_DOWNLOADING,
P15,1901,6,SW_TEST,
P15,1907,20,SW_DEBUGGING,
P15,1927,79,INFORMATION_SEARCHING,
P15,2006,3,SW_DEBUGGING,
P15,2009,3,SW_COMPILE,
P15,2012,3,SW_DOWNLOADING,
P15,2015,4,SW_TEST,
P15,2019,5,SW_DEBUGGING,
P15,2024,3,SW_COMPILE,
P15,2027,18,SW_DOWNLOADING,
P15,2045,3,SW_DEBUGGING,
P15,2048,3,SW_COMPILE,
P15,2051,11,SW_DOWNLOADING,
P15,2062,60,INFORMATION_SEARCHING,
P15,2122,37,SW_PROGRAMMING,
P15,2159,22,INFORMATION_SEARCHING,
P15,2181,61,SW_PROGRAMMING,
P15,2242,3,SW_COMPILE,
P15,2245,64,SW_DEBUGGING,
P15,2309,3,SW_COMPILE,
P15,2312,3,SW_DOWNLOADING,
P15,2315,33,SW_TEST,
P15,2348,7,SW_DEBUGGING,
P15,2355,3,SW_COMPILE,
P15,2358,3,SW_DOWNLOADING,
P15,2361,6,SW_TEST,
P15,2367,29,SW_PROGRAMMING,
P15,2396,33,INFORMATION_SEARCHING,
P15,2429,21,SW_PROGRAMMING,
P15,2450,4,SW_COMPILE,
P15,2454,2,SW_DEBUGGING,
P15,2456,3,SW_COMPILE,
P15,2459,4,SW_DOWNLOADING,
P15,2463,49,SW_TEST,
P15,2512,86,SW_PROGRAMMING,
P15,2598,3,SW_COMPILE,
P15,2601,46,SW_DEBUGGING,
P15,2647,17,INFORMATION_SEARCHING,
P15,2664,12,SW_DEBUGGING,
P15,2676,3,SW_COMPILE,
P15,2679,3,SW_DOWNLOADING,
P15,2682,16,SW_TEST,
P15,2698,0,FINISH,
P17,0,90,INFORMATION_SEARCHING,
P17,90,13,HW_BUILD,
P17,103,11,INFORMATION_SEARCHING,
P17,114,36,HW_BUILD,
P17,150,96,INFORMATION_SEARCHING,
P17,246,53,HW_BUILD,
P17,299,20,INFORMATION_SEARCHING,
P17,319,31,HW_BUILD,
P17,350,91,INFORMATION_SEARCHING,
P17,441,9,HW_BUILD,
P17,450,31,INFORMATION_SEARCHING,
P17,481,56,SW_PROGRAMMING,
P17,537,3,SW_COMPILE,
P17,540,3,SW_DOWNLOADING,
P17,543,48,HW_BUILD,
P17,591,2,SW_COMPILE,
P17,593,3,SW_DOWNLOADING,
P17,596,14,HW_TEST,
P17,610,124,INFORMATION_SEARCHING,
P17,734,55,HW_BUILD,
P17,789,52,INFORMATION_SEARCHING,
P17,841,159,SW_PROGRAMMING,
P17,1000,3,SW_COMPILE,
P17,1003,22,SW_DEBUGGING,
P17,1025,20,INFORMATION_SEARCHING,
P17,1045,56,SW_DEBUGGING,
P17,1101,11,INFORMATION_SEARCHING,
P17,1112,27,SW_DEBUGGING,
P17,1139,47,INFORMATION_SEARCHING,
P17,1186,9,SW_DEBUGGING,
P17,1195,8,INFORMATION_SEARCHING,
P17,1203,43,SW_DEBUGGING,
P17,1246,3,SW_COMPILE,
P17,1249,8,SW_DOWNLOADING,
P17,1257,12,SW_TEST,
P17,1269,14,INFORMATION_SEARCHING,
P17,1283,57,SW_DEBUGGING,
P17,1340,3,SW_COMPILE,
P17,1343,3,SW_DOWNLOADING,
P17,1346,41,SW_TEST,
P17,1387,14,SW_DEBUGGING,
P17,1401,11,HW_DEBUGGING,
P17,1412,33,SW_TEST,
P17,1445,29,SW_DEBUGGING,
P17,1474,3,SW_COMPILE,
P17,1477,3,SW_DOWNLOADING,
P17,1480,12,SW_TEST,
P17,1492,36,SW_DEBUGGING,
P17,1528,3,SW_COMPILE,
P17,1531,3,SW_DOWNLOADING,
P17,1534,41,SW_TEST,
P17,1575,10,SW_DEBUGGING,
P17,1585,3,SW_COMPILE,
P17,1588,3,SW_DOWNLOADING,
P17,1591,11,SW_TEST,
P17,1602,0,FINISH,
P22,0,220,INFORMATION_SEARCHING,
P22,220,176,HW_BUILD,
P22,396,5,SW_COMPILE,
P22,401,4,SW_DOWNLOADING,
P22,405,22,HW_TEST,
P22,427,54,INFORMATION_SEARCHING,
P22,481,40,SW_PROGRAMMING,
P22,521,240,HW_BUILD,
P22,761,15,SW_COMPILE,
P22,776,12,SW_DOWNLOADING,
P22,788,29,HW_TEST,
P22,817,41,HW_DEBUGGING,
P22,858,3,SW_COMPILE,
P22,861,6,SW_DOWNLOADING,
P22,867,34,HW_TEST,
P22,901,40,HW_DEBUGGING,
P22,941,3,SW_COMPILE,
P22,944,3,SW_DOWNLOADING,
P22,947,18,HW_TEST,
P22,965,144,INFORMATION_SEARCHING,
P22,1109,17,SW_DEBUGGING,
P22,1126,0,SW_COMPILE,
P22,1126,5,SW_DOWNLOADING,
P22,1131,4,SW_DEBUGGING,
P22,1135,3,SW_COMPILE,
P22,1138,3,SW_DOWNLOADING,
P22,1141,13,HW_TEST,
P22,1154,12,SW_DEBUGGING,
P22,1166,3,SW_COMPILE,
P22,1169,7,SW_DOWNLOADING,
P22,1176,31,SW_TEST,
P22,1207,47,INFORMATION_SEARCHING,
P22,1254,7,SW_DEBUGGING,
P22,1261,3,SW_COMPILE,
P22,1264,3,SW_DOWNLOADING,
P22,1267,22,HW_TEST,
P22,1289,11,SW_DEBUGGING,
P22,1300,42,HW_BUILD,
P22,1342,19,SW_PROGRAMMING,
P22,1361,93,HW_BUILD,
P22,1454,79,SW_PROGRAMMING,
P22,1533,3,SW_COMPILE,
P22,1536,13,SW_DEBUGGING,
P22,1549,3,SW_COMPILE,
P22,1552,7,SW_DEBUGGING,
P22,1559,3,SW_COMPILE,
P22,1562,8,SW_DOWNLOADING,
P22,1570,7,HW_TEST,
P22,1577,121,SW_PROGRAMMING,
P22,1698,3,SW_COMPILE,
P22,1701,5,SW_DOWNLOADING,
P22,1706,17,SW_TEST,
P22,1723,0,FINISH,
P23,0,87,INFORMATION_SEARCHING,
P23,87,21,HW_BUILD,
P23,108,19,INFORMATION_SEARCHING,
P23,127,10,HW_BUILD,
P23,137,25,INFORMATION_SEARCHING,
P23,162,21,HW_BUILD,
P23,183,14,INFORMATION_SEARCHING,
P23,197,116,HW_BUILD,
P23,313,130,INFORMATION_SEARCHING,
P23,443,12,HW_BUILD,
P23,455,33,INFORMATION_SEARCHING,
P23,488,715,HW_BUILD,
P23,1203,409,INFORMATION_SEARCHING,
P23,1612,511,SW_PROGRAMMING,
P23,2123,8,SW_COMPILE,
P23,2131,154,SW_DEBUGGING,
P23,2285,74,INFORMATION_SEARCHING,
P23,2359,194,SW_DEBUGGING,
P23,2553,0,FINISH,FAIL
P24,0,505,INFORMATION_SEARCHING,
P24,505,496,HW_BUILD,
P24,1001,296,SW_PROGRAMMING,
P24,1297,116,INFORMATION_SEARCHING,
P24,1413,106,SW_PROGRAMMING,
P24,1519,45,INFORMATION_SEARCHING,
P24,1564,28,SW_PROGRAMMING,
P24,1592,27,INFORMATION_SEARCHING,
P24,1619,256,SW_PROGRAMMING,
P24,1875,3,SW_COMPILE,
P24,1878,61,SW_DEBUGGING,
P24,1939,3,SW_COMPILE,
P24,1942,10,SW_DOWNLOADING,
P24,1952,25,SW_TEST,
P24,1977,99,INFORMATION_SEARCHING,
P24,2076,87,SW_DEBUGGING,
P24,2163,3,SW_COMPILE,
P24,2166,3,SW_DOWNLOADING,
P24,2169,33,HW_TEST,
P24,2202,95,INFORMATION_SEARCHING,
P24,2297,186,SW_DEBUGGING,
P24,2483,27,INFORMATION_SEARCHING,
P24,2510,21,SW_DEBUGGING,
P24,2531,3,SW_COMPILE,
P24,2534,4,SW_DOWNLOADING,
P24,2538,22,SW_TEST,
P24,2560,4,SW_DEBUGGING,
P24,2564,6,SW_COMPILE,
P24,2570,5,SW_DOWNLOADING,
P24,2575,79,SW_TEST,
P24,2654,0,FINISH,
