P13,1765,30,SW_TEST
P13,1795,49,HW_MODIFYING
P13,1844,54,SW_TEST
P13,1898,25,SW_TEST
P13,1923,104,HW_MODIFYING
P13,2027,71,SW_TEST
P13,2098,75,SW_TEST
P13,2173,19,SW_DEBUGGING
P13,2192,5,SW_TEST
P13,2197,11,SW_DEBUGGING
P13,2208,5,SW_TEST
P13,2213,3,HW_MODIFYING
P13,2216,8,SW_TEST
P13,2224,43,SW_DEBUGGING
P13,2267,5,SW_TEST
P13,2272,16,SW_TEST
P13,2288,74,SW_DEBUGGING
P13,2362,28,SW_TEST
P13,2390,76,SW_DEBUGGING
P13,2466,4,SW_TEST
P13,2470,0,FINISH
P16,0,22,HW_BUILD
P16,22,27,INFORMATION_SEARCHING
P16,49,201,HW_BUILD
P16,250,33,HW_TEST
P16,283,22,INFORMATION_SEARCHING
P16,305,265,HW_BUILD
P16,570,187,HW_TEST
P16,757,17,SW_PROGRAMMING
P16,774,7,SW_TEST
P16,781,75,SW_PROGRAMMING
P16,856,7,SW_TEST
P16,863,36,SW_PROGRAMMING
P16,899,6,SW_TEST
P16,905,34,SW_PROGRAMMING
P16,939,5,SW_TEST
P16,944,79,SW_PROGRAMMING
P16,1023,7,SW_TEST
P16,1030,33,SW_PROGRAMMING
P16,1063,39,SW_TEST
P16,1102,42,SW_PROGRAMMING
P16,1144,9,SW_TEST
P16,1153,33,SW_PROGRAMMING
P16,1186,16,SW_TEST
P16,1202,92,SW_PROGRAMMING
P16,1294,36,SW_TEST
P16,1330,0,FINISH
P18,0,137,HW_TEST
P18,137,17,INFORMATION_SEARCHING
P18,154,54,HW_BUILD
P18,208,16,HW_TEST
P18,224,8,HW_DEBUGGING
P18,232,35,HW_TEST
P18,267,42,HW_BUILD
P18,309,19,INFORMATION_SEARCHING
P18,328,221,HW_BUILD
P18,549,30,HW_TEST
P18,579,23,HW_DEBUGGING
P18,602,5,HW_TEST
P18,607,20,HW_DEBUGGING
P18,627,52,HW_TEST
P18,679,30,HW_BUILD
P18,709,70,HW_TEST
P18,779,25,SW_PROGRAMMING
P18,804,47,SW_TEST
P18,851,37,SW_PROGRAMMING
P18,888,16,SW_TEST
P18,904,11,SW_DEBUGGING
P18,915,27,SW_PROGRAMMING
P18,942,6,SW_TEST
P18,948,17,SW_PROGRAMMING
P18,965,38,SW_TEST
P18,1003,28,SW_PROGRAMMING
P18,1031,8,SW_TEST
P18,1039,16,SW_DEBUGGING
P18,1055,43,SW_PROGRAMMING
P18,1098,5,SW_TEST
P18,1103,18,SW_PROGRAMMING
P18,1121,11,SW_TEST
P18,1132,19,SW_PROGRAMMING
P18,1151,7,SW_TEST
P18,1158,40,SW_DEBUGGING
P18,1198,15,SW_PROGRAMMING
P18,1213,9,SW_TEST
P18,1222,169,SW_PROGRAMMING
P18,1391,21,SW_TEST
P18,1412,0,FINISH
P20,0,26,INFORMATION_SEARCHING
P20,26,333,HW_BUILD
P20,359,10,HW_TEST
P20,369,11,INFORMATION_SEARCHING
P20,380,5,HW_DEBUGGING
P20,385,112,HW_TEST
P20,497,46,INFORMATION_SEARCHING
P20,543,290,HW_BUILD
P20,833,152,HW_TEST
P20,985,50,SW_PROGRAMMING
P20,1035,40,SW_TEST
P20,1075,20,SW_TEST
P20,1095,24,SW_PROGRAMMING
P20,1119,6,SW_TEST
P20,1125,10,SW_DEBUGGING
P20,1135,15,SW_PROGRAMMING
P20,1150,10,SW_TEST
